2018-07-18,'000300,沪深300,3431.3227,3479.2635,3430.1563,3456.6065,3449.3773,-18.0546,-0.5234,,66530330,88556873194.7,,
2018-07-18,'399001,深证成指,9195.2393,9335.095,9195.2393,9293.201,9285.1626,-89.9233,-0.9685,,7475858110,92872289335.6,,
2018-07-18,'399005,中小板指,6410.6668,6515.3844,6410.6668,6486.9205,6481.0941,-70.4273,-1.0867,,1436952984,21585888291.6,,
2018-07-18,'399006,创业板指,1607.8841,1635.9069,1607.8841,1622.2874,1621.6318,-13.7477,-0.8478,,1940740550,26914926652.4,,
